id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
OR1L4	3	0.90136	0.93163	1.0	18870	0	0.44502	0.076992	0.14109	0.963749	3352	1	0.44502
ANKRD16	5	0.90137	0.93735	1.0	18871	0	0.29454	0.83431	0.78679	0.97032	17444	0	0.29454
RRP1B	3	0.90139	0.93163	1.0	18872	0	0.40027	0.27359	0.36555	0.963749	8058	1	0.40027
TTC29	4	0.90147	0.93971	1.0	18873	0	0.60527	0.071714	0.16034	0.963749	3153	3	0.60527
LONRF2	5	0.90148	0.93735	1.0	18874	0	0.38528	0.0012902	0.0057318	0.874412	92	2	0.38528
AMACR	4	0.90155	0.93971	1.0	18875	0	0.49758	0.16764	0.2896	0.963749	5741	2	0.49758
CXorf61	4	0.90158	0.93971	1.0	18876	0	0.37362	0.47868	0.54042	0.963749	11431	1	0.37362
SLMO2	1	0.90168	0.88259	1.0	18877	0	1.045	0.098319	0.11741	0.963749	3977	1	1.045
NT5C1B-RDH14	3	0.90171	0.9322	1.0	18878	0	0.29396	0.4237	0.4482	0.963749	10613	1	0.29396
AIF1	6	0.90193	0.92013	1.0	18879	0	0.52746	0.054168	0.14679	0.963749	2484	3	0.52746
MMP3	4	0.90195	0.94025	1.0	18880	0	1.0437	0.010381	0.032023	0.963749	636	3	1.0437
CD36	2	0.902	0.92722	1.0	18881	0	0.68196	0.272	0.30246	0.963749	8018	1	0.68196
UGP2	3	0.90221	0.9322	1.0	18882	0	0.55908	0.18693	0.29225	0.963749	6233	2	0.55908
hsa-mir-500a	3	0.90226	0.9322	1.0	18883	0	0.29273	0.74605	0.68982	0.963749	15658	0	0.29273
TSPAN11	4	0.90237	0.94025	1.0	18884	0	1.2953	0.0036799	0.011556	0.963749	247	3	1.2953
REXO2	2	0.90244	0.92779	1.0	18885	0	0.49886	0.5011	0.44996	0.963749	11731	1	0.49886
AK4	3	0.90258	0.93334	1.0	18886	0	0.36549	0.64538	0.59198	0.963749	13905	1	0.36549
CLIP2	4	0.90261	0.94025	1.0	18887	0	0.26829	0.79723	0.73838	0.96572	16731	0	0.26829
hsa-mir-6884	4	0.90265	0.94079	1.0	18888	0	0.29349	0.62584	0.61812	0.963749	13585	1	0.29349
ZMYND19	5	0.90266	0.94024	1.0	18889	0	0.75868	0.025304	0.07157	0.963749	1379	3	0.75868
LY6G5C	4	0.90273	0.94079	1.0	18890	0	0.20077	0.31742	0.45877	0.963749	8938	1	0.20077
BTBD17	2	0.90281	0.92779	1.0	18891	0	0.56104	0.45763	0.42388	0.963749	11143	1	0.56104
RNF150	4	0.90282	0.94079	1.0	18892	0	0.75494	0.026995	0.068782	0.963749	1453	3	0.75494
hsa-mir-4283-1	3	0.90292	0.93387	1.0	18893	0	0.7398	0.10458	0.18391	0.963749	4140	2	0.7398
hsa-mir-4659a	3	0.90296	0.93387	1.0	18894	0	0.68488	0.13775	0.23154	0.963749	4985	2	0.68488
ZNF800	4	0.90299	0.94131	1.0	18895	0	0.59261	0.1407	0.25055	0.963749	5062	2	0.59261
SRPRB	5	0.90307	0.94024	1.0	18896	0	0.33243	0.14032	0.28939	0.963749	5053	2	0.33243
STAG3	4	0.90319	0.94183	1.0	18897	0	0.30171	0.46601	0.53682	0.963749	11262	1	0.30171
GSDMB	4	0.90332	0.94183	1.0	18898	0	0.39955	0.10397	0.20786	0.963749	4128	2	0.39955
C22orf29	5	0.90337	0.94024	1.0	18899	0	0.063538	0.15159	0.30078	0.963749	5345	2	0.063538
CLEC14A	4	0.90341	0.94238	1.0	18900	0	0.49663	0.090852	0.19222	0.963749	3776	2	0.49663
KLK4	3	0.90342	0.93387	1.0	18901	0	0.72513	0.097643	0.17514	0.963749	3952	2	0.72513
CLPP	3	0.90353	0.93387	1.0	18902	0	0.37589	0.0032927	0.01092	0.963749	228	1	0.37589
ZFAND2A	5	0.90355	0.94024	1.0	18903	0	0.092062	0.012431	0.03987	0.963749	737	2	0.092062
hsa-mir-6082	4	0.90357	0.94238	1.0	18904	0	0.61823	0.072487	0.16163	0.963749	3188	3	0.61823
hsa-mir-567	3	0.90358	0.93387	1.0	18905	0	0.48381	0.61076	0.57221	0.963749	13348	1	0.48381
ELMO1	5	0.9036	0.94024	1.0	18906	0	0.46091	0.39088	0.53928	0.963749	10107	1	0.46091
DTWD1	4	0.90361	0.94238	1.0	18907	0	0.28899	0.2442	0.36941	0.963749	7508	1	0.28899
ZNF566	3	0.9038	0.93387	1.0	18908	0	0.38647	0.056904	0.11249	0.963749	2592	1	0.38647
PPAPDC2	4	0.90388	0.94238	1.0	18909	0	0.082605	0.88424	0.84275	0.981389	18475	0	0.082605
hsa-mir-1-1	3	0.9039	0.93387	1.0	18910	0	0.33	0.39131	0.43386	0.963749	10109	1	0.33
hsa-mir-548l	2	0.90407	0.92836	1.0	18911	0	1.0122	0.088826	0.1514	0.963749	3721	1	1.0122
OXSM	5	0.90408	0.94024	1.0	18912	0	0.45196	0.33472	0.48612	0.963749	9246	1	0.45196
KANK2	1	0.90411	0.88479	1.0	18913	0	0.98059	0.095893	0.11521	0.963749	3907	1	0.98059
APOC4	3	0.90414	0.93442	1.0	18914	0	0.2815	0.70399	0.63709	0.963749	14867	0	0.2815
PCDH11Y	4	0.90422	0.9429	1.0	18915	0	0.26478	0.64539	0.62872	0.963749	13906	1	0.26478
CCL18	4	0.90423	0.9429	1.0	18916	0	0.61052	0.11737	0.22407	0.963749	4474	2	0.61052
FAM208A	5	0.90431	0.94024	1.0	18917	0	0.38582	0.16957	0.31967	0.963749	5788	2	0.38582
CT45A5	2	0.90458	0.92836	1.0	18918	0	0.60618	0.34707	0.34934	0.963749	9479	1	0.60618
hsa-mir-601	4	0.90468	0.94393	1.0	18919	0	0.56369	0.15016	0.26387	0.963749	5307	2	0.56369
KMT2A	6	0.90484	0.92558	1.0	18920	0	-0.03094	0.049646	0.13839	0.963749	2324	2	-0.03094
YBX1	5	0.9049	0.94144	1.0	18921	0	0.098623	0.63957	0.65948	0.963749	13814	1	0.098623
CDC37	2	0.90492	0.92836	1.0	18922	0	0.60569	0.34715	0.34934	0.963749	9481	1	0.60569
hsa-mir-3184	4	0.90511	0.94393	1.0	18923	0	0.43842	0.28036	0.42153	0.963749	8188	2	0.43842
hsa-mir-6079	2	0.90512	0.92836	1.0	18924	0	1.0455	0.085522	0.14681	0.963749	3608	1	1.0455
ADAMTS2	5	0.90527	0.94144	1.0	18925	0	0.18699	0.63159	0.65947	0.963749	13686	1	0.18699
hsa-mir-4653	4	0.90528	0.94393	1.0	18926	0	0.70863	0.068392	0.15377	0.963749	3026	3	0.70863
LOC441155	3	0.9053	0.93598	1.0	18927	0	0.33018	0.20129	0.30484	0.963749	6585	1	0.33018
PPP1R16A	2	0.90532	0.92836	1.0	18928	0	1.0974	0.073956	0.12682	0.963749	3245	1	1.0974
UIMC1	4	0.90536	0.94393	1.0	18929	0	0.46753	0.056383	0.13337	0.963749	2570	2	0.46753
GPR156	3	0.9054	0.93598	1.0	18930	0	0.52625	0.5573	0.52894	0.963749	12556	1	0.52625
LOC147646	1	0.90545	0.88479	1.0	18931	0	1.0492	0.094548	0.11521	0.963749	3874	1	1.0492
IFNAR2	3	0.90547	0.9365	1.0	18932	0	0.40927	0.38361	0.43207	0.963749	9976	1	0.40927
TARP	3	0.90556	0.9365	1.0	18933	0	1.2512	0.016086	0.036537	0.963749	940	2	1.2512
PRODH2	3	0.90558	0.9365	1.0	18934	0	0.51539	0.5512	0.5253	0.963749	12461	1	0.51539
MSANTD3-TMEFF1	5	0.90559	0.942	1.0	18935	0	0.98577	0.0066266	0.026774	0.963749	434	3	0.98577
hsa-mir-511	3	0.90566	0.9365	1.0	18936	0	0.33679	0.62635	0.58296	0.963749	13596	1	0.33679
SLC25A5	4	0.90567	0.94442	1.0	18937	0	0.4916	0.078671	0.17701	0.963749	3407	2	0.4916
GPR50	3	0.90569	0.9365	1.0	18938	0	0.41283	0.066674	0.13021	0.963749	2956	1	0.41283
hsa-mir-6846	3	0.90574	0.9365	1.0	18939	0	0.69906	0.1051	0.18391	0.963749	4149	2	0.69906
PLIN4	4	0.9058	0.94442	1.0	18940	0	0.4114	0.13704	0.24388	0.963749	4967	2	0.4114
SMS	4	0.90586	0.94442	1.0	18941	0	0.7366	0.069953	0.15995	0.963749	3080	2	0.7366
IKZF5	3	0.90588	0.9365	1.0	18942	0	0.60361	0.14494	0.24103	0.963749	5181	2	0.60361
LOC284385	1	0.90588	0.88479	1.0	18943	0	1.1102	0.094116	0.11521	0.963749	3863	1	1.1102
FOXRED2	3	0.90591	0.9365	1.0	18944	0	0.51238	0.34024	0.41056	0.963749	9363	1	0.51238
hsa-mir-4643	2	0.90611	0.92836	1.0	18945	0	1.0242	0.083408	0.14379	0.963749	3556	1	1.0242
STON2	3	0.90622	0.9365	1.0	18946	0	0.33318	0.21414	0.32247	0.963749	6898	1	0.33318
hsa-mir-644a	3	0.90624	0.9365	1.0	18947	0	0.60589	0.15007	0.2469	0.963749	5304	2	0.60589
hsa-mir-6854	4	0.90625	0.94442	1.0	18948	0	0.30942	0.80718	0.74471	0.96572	16931	0	0.30942
CLDND2	4	0.90633	0.94442	1.0	18949	0	1.1773	0.0042037	0.016764	0.963749	277	3	1.1773
NFKBID	4	0.90639	0.94442	1.0	18950	0	0.26499	0.59975	0.60743	0.963749	13211	1	0.26499
ARHGAP40	4	0.90641	0.94442	1.0	18951	0	0.57655	0.093952	0.19661	0.963749	3859	2	0.57655
VHL	3	0.90647	0.9365	1.0	18952	0	0.69034	0.095563	0.16929	0.963749	3899	2	0.69034
TUFT1	4	0.90653	0.94442	1.0	18953	0	0.28372	0.49852	0.54752	0.963749	11692	1	0.28372
UBA3	2	0.90655	0.92836	1.0	18954	0	0.69403	0.23118	0.28139	0.963749	7250	1	0.69403
hsa-mir-4717	4	0.9066	0.94442	1.0	18955	0	0.3252	0.35907	0.482	0.963749	9644	1	0.3252
RARRES3	4	0.90661	0.94442	1.0	18956	0	0.69705	0.029676	0.071415	0.963749	1583	3	0.69705
ZNF326	3	0.90664	0.9365	1.0	18957	0	0.39838	0.757	0.70019	0.963749	15872	0	0.39838
WDR38	3	0.90672	0.9365	1.0	18958	0	0.29707	0.021868	0.055098	0.963749	1214	1	0.29707
ASB2	2	0.90676	0.92836	1.0	18959	0	0.5281	0.50928	0.45653	0.963749	11832	0	0.5281
DPAGT1	5	0.90685	0.94373	1.0	18960	0	0.23382	0.011611	0.036834	0.963749	701	2	0.23382
RAI14	4	0.9069	0.94539	1.0	18961	0	0.10824	0.90247	0.86153	0.984576	18867	0	0.10824
SOHLH2	4	0.90694	0.94539	1.0	18962	0	0.54646	0.081784	0.18259	0.963749	3520	2	0.54646
hsa-mir-3149	1	0.90698	0.8859	1.0	18963	0	1.1487	0.093023	0.1141	0.963749	3834	1	1.1487
PRR22	4	0.90709	0.94539	1.0	18964	0	0.54354	0.11063	0.21564	0.963749	4299	2	0.54354
CST1	5	0.90716	0.94481	1.0	18965	0	0.088538	0.87372	0.8197	0.975842	18239	0	0.088538
C10orf105	2	0.90716	0.92836	1.0	18966	0	0.5328	0.45814	0.42547	0.963749	11150	1	0.5328
ALG1L	3	0.90731	0.9365	1.0	18967	0	0.39475	0.23843	0.35114	0.963749	7391	1	0.39475
CTNNB1	3	0.90731	0.9365	1.0	18968	0	0.30797	0.33963	0.41056	0.963749	9349	1	0.30797
PCDHGA5	2	0.90733	0.92836	1.0	18969	0	0.74476	0.1832	0.24091	0.963749	6146	1	0.74476
MEI1	3	0.90736	0.9365	1.0	18970	0	0.36643	0.54142	0.52167	0.963749	12319	1	0.36643
ZNF837	4	0.90754	0.94539	1.0	18971	0	1.907	7.7145e-05	0.00028006	0.874412	6	3	1.907
ABI3	3	0.90755	0.9365	1.0	18972	0	0.87137	0.066592	0.13021	0.963749	2955	2	0.87137
NPEPL1	4	0.90763	0.94589	1.0	18973	0	0.6369	0.068739	0.15463	0.963749	3037	2	0.6369
CAMTA2	3	0.90767	0.9365	1.0	18974	0	0.69145	0.12961	0.22109	0.963749	4771	2	0.69145
hsa-mir-569	4	0.90767	0.94589	1.0	18975	0	0.84393	0.029014	0.070071	0.963749	1547	3	0.84393
hsa-mir-3610	2	0.90778	0.92836	1.0	18976	0	0.66575	0.30119	0.31701	0.963749	8622	1	0.66575
hsa-mir-526a-2	3	0.90784	0.93702	1.0	18977	0	0.37751	0.29837	0.38354	0.963749	8559	1	0.37751
POGK	3	0.90787	0.93702	1.0	18978	0	0.38513	0.68232	0.61664	0.963749	14527	0	0.38513
CCDC140	4	0.90793	0.94589	1.0	18979	0	0.23341	0.58109	0.60043	0.963749	12917	1	0.23341
ANAPC7	2	0.90804	0.92836	1.0	18980	0	0.55162	0.42483	0.39809	0.963749	10635	1	0.55162
hsa-mir-6746	3	0.90806	0.93753	1.0	18981	0	0.33903	0.54234	0.52167	0.963749	12334	1	0.33903
HLA-B	5	0.90808	0.94637	1.0	18982	0	0.46976	0.22459	0.38137	0.963749	7122	2	0.46976
SUSD4	4	0.90824	0.94589	1.0	18983	0	0.29721	0.32267	0.45977	0.963749	9025	1	0.29721
TRAM1	5	0.90829	0.94637	1.0	18984	0	0.49787	0.39788	0.54512	0.963749	10209	2	0.49787
ZNF239	5	0.9083	0.94637	1.0	18985	0	0.68514	0.048547	0.12398	0.963749	2287	3	0.68514
hsa-mir-5571	3	0.90846	0.93753	1.0	18986	0	0.47831	0.63017	0.58296	0.963749	13664	1	0.47831
NECAP1	4	0.90848	0.94589	1.0	18987	0	0.60408	0.17413	0.30432	0.963749	5914	2	0.60408
hsa-mir-7156	3	0.90861	0.93753	1.0	18988	0	0.30396	0.72817	0.66806	0.963749	15308	0	0.30396
AP2A1	4	0.90873	0.94638	1.0	18989	0	0.26179	0.10654	0.20969	0.963749	4186	1	0.26179
hsa-mir-515-1	3	0.9088	0.93753	1.0	18990	0	0.26855	0.64912	0.59556	0.963749	13977	1	0.26855
C5orf60	5	0.90889	0.94638	1.0	18991	0	-0.13362	0.13011	0.26768	0.963749	4786	1	-0.13362
MIEF1	4	0.9089	0.94638	1.0	18992	0	0.82199	0.033337	0.085965	0.963749	1737	3	0.82199
hsa-mir-4425	4	0.90897	0.94638	1.0	18993	0	0.39018	0.20548	0.32651	0.963749	6676	2	0.39018
PPDPF	4	0.90903	0.94638	1.0	18994	0	0.31485	0.33708	0.46819	0.963749	9294	1	0.31485
PRSS36	2	0.90906	0.93012	1.0	18995	0	0.715	0.20946	0.26189	0.963749	6780	1	0.715
hsa-mir-649	4	0.90911	0.94638	1.0	18996	0	0.20094	0.7575	0.70477	0.963749	15887	0	0.20094
ZNF92	3	0.90912	0.93753	1.0	18997	0	0.39838	0.34569	0.41234	0.963749	9463	1	0.39838
hsa-mir-4509-1	4	0.90922	0.94638	1.0	18998	0	0.42789	0.15182	0.26579	0.963749	5350	2	0.42789
SLC31A1	2	0.90923	0.93012	1.0	18999	0	0.65402	0.33346	0.33485	0.963749	9216	1	0.65402
hsa-mir-1289-2	4	0.90932	0.94638	1.0	19000	0	0.21193	0.69885	0.66402	0.963749	14786	1	0.21193
HIVEP1	3	0.90937	0.93753	1.0	19001	0	0.63426	0.16481	0.25883	0.963749	5667	2	0.63426
CACNB3	3	0.90942	0.93753	1.0	19002	0	0.4246	0.72404	0.66489	0.963749	15223	0	0.4246
hsa-mir-4705	4	0.90942	0.94638	1.0	19003	0	0.88989	0.010123	0.03131	0.963749	625	3	0.88989
RNASE10	3	0.90944	0.93753	1.0	19004	0	0.34908	0.55713	0.52894	0.963749	12553	1	0.34908
hsa-mir-3941	4	0.90949	0.94638	1.0	19005	0	0.68637	0.054306	0.1309	0.963749	2492	3	0.68637
hsa-mir-331	4	0.90953	0.94638	1.0	19006	0	0.90906	0.0076666	0.025778	0.963749	491	3	0.90906
SRPX2	5	0.90957	0.94691	1.0	19007	0	0.17371	0.072748	0.17441	0.963749	3202	2	0.17371
BANF1	3	0.90958	0.93753	1.0	19008	0	0.54923	0.079176	0.14473	0.963749	3417	2	0.54923
hsa-mir-3713	2	0.9096	0.93012	1.0	19009	0	0.84428	0.13975	0.19548	0.963749	5037	1	0.84428
CCDC120	5	0.90962	0.94691	1.0	19010	0	0.33737	0.21244	0.36659	0.963749	6859	2	0.33737
H6PD	5	0.90966	0.94691	1.0	19011	0	0.56143	0.083253	0.18493	0.963749	3553	3	0.56143
SNRPD2	3	0.90973	0.93753	1.0	19012	0	0.53662	0.1867	0.29141	0.963749	6227	2	0.53662
hsa-mir-3689b	2	0.90979	0.93069	1.0	19013	0	0.72812	0.21311	0.2635	0.963749	6876	1	0.72812
hsa-mir-489	4	0.9101	0.94782	1.0	19014	0	0.54537	0.1471	0.26387	0.963749	5229	2	0.54537
ASCC1	4	0.91024	0.94782	1.0	19015	0	0.12248	0.22589	0.35077	0.963749	7147	1	0.12248
GRIK3	4	0.91026	0.94782	1.0	19016	0	0.96878	0.010841	0.032243	0.963749	657	3	0.96878
hsa-mir-588	3	0.91028	0.93753	1.0	19017	0	0.28638	0.60725	0.56856	0.963749	13317	1	0.28638
hsa-mir-3689c	2	0.91029	0.93069	1.0	19018	0	0.64403	0.28213	0.30735	0.963749	8219	1	0.64403
hsa-mir-3121	2	0.91035	0.93069	1.0	19019	0	0.58983	0.3916	0.38019	0.963749	10113	1	0.58983
ZNF740	3	0.91042	0.93753	1.0	19020	0	1.7187	0.0028039	0.0069467	0.874412	196	2	1.7187
NAP1L3	2	0.91056	0.93069	1.0	19021	0	0.8091	0.12014	0.17754	0.963749	4547	1	0.8091
C1orf105	5	0.91057	0.94741	1.0	19022	0	0.82416	0.0082563	0.030939	0.963749	525	4	0.82416
hsa-mir-4296	2	0.91058	0.93069	1.0	19023	0	0.62169	0.33989	0.34284	0.963749	9357	1	0.62169
EBP	4	0.91068	0.94828	1.0	19024	0	0.466	0.22833	0.3571	0.963749	7196	2	0.466
hsa-mir-661	1	0.91069	0.88699	1.0	19025	0	1.1505	0.089307	0.11301	0.963749	3735	1	1.1505
NPR2	4	0.9108	0.94828	1.0	19026	0	0.44133	0.15241	0.26579	0.963749	5367	2	0.44133
ACE2	3	0.91093	0.93807	1.0	19027	0	1.0388	0.036581	0.084194	0.963749	1835	2	1.0388
hsa-mir-548aa-2	4	0.91098	0.94828	1.0	19028	0	0.68021	0.19236	0.32449	0.963749	6366	2	0.68021
hsa-mir-4670	2	0.91103	0.93069	1.0	19029	0	0.73575	0.25893	0.29758	0.963749	7787	1	0.73575
SLC25A11	3	0.91118	0.93856	1.0	19030	0	0.72184	0.10307	0.17891	0.963749	4112	2	0.72184
hsa-mir-4280	4	0.91119	0.94828	1.0	19031	0	0.99574	0.010852	0.032243	0.963749	658	3	0.99574
C1orf194	4	0.91124	0.94828	1.0	19032	0	0.56182	0.074465	0.16255	0.963749	3260	3	0.56182
ARHGEF9	6	0.91125	0.9321	1.0	19033	0	0.41815	0.015447	0.052518	0.963749	904	2	0.41815
SPARC	4	0.91128	0.94828	1.0	19034	0	0.15377	0.90496	0.86447	0.98587	18917	0	0.15377
FAM122B	3	0.91136	0.93856	1.0	19035	0	0.57545	0.16032	0.25168	0.963749	5567	2	0.57545
hsa-mir-5091	2	0.91138	0.93069	1.0	19036	0	0.58789	0.41006	0.39	0.963749	10402	1	0.58789
ZNF576	3	0.91141	0.93856	1.0	19037	0	0.79954	0.059445	0.12072	0.963749	2708	2	0.79954
FAM86B2	1	0.91148	0.88699	1.0	19038	0	1.1438	0.08852	0.11301	0.963749	3708	1	1.1438
KANSL2	4	0.91151	0.94877	1.0	19039	0	0.68802	0.03643	0.094935	0.963749	1829	3	0.68802
SLC34A1	3	0.91169	0.9391	1.0	19040	0	0.73523	0.087943	0.15991	0.963749	3688	2	0.73523
ST18	4	0.91169	0.94925	1.0	19041	0	0.59107	0.13342	0.23807	0.963749	4866	2	0.59107
MGLL	4	0.91172	0.94972	1.0	19042	0	0.6139	0.041767	0.11191	0.963749	2037	3	0.6139
hsa-mir-3118-2	1	0.91176	0.88699	1.0	19043	0	1.0968	0.088244	0.11301	0.963749	3699	1	1.0968
hsa-mir-3155a	4	0.91182	0.94972	1.0	19044	0	0.27499	0.81698	0.75708	0.968446	17118	0	0.27499
hsa-mir-3144	3	0.91182	0.9391	1.0	19045	0	0.62165	0.1733	0.27441	0.963749	5895	2	0.62165
hsa-mir-4278	3	0.91208	0.9391	1.0	19046	0	0.647	0.13088	0.22311	0.963749	4803	2	0.647
hsa-mir-8059	3	0.91209	0.9391	1.0	19047	0	0.71118	0.13837	0.23154	0.963749	5001	2	0.71118
ATP2B3	4	0.91233	0.94972	1.0	19048	0	0.33008	0.51209	0.55282	0.963749	11873	1	0.33008
GNLY	4	0.91234	0.94972	1.0	19049	0	0.68407	0.028608	0.069762	0.963749	1529	2	0.68407
USP53	1	0.91238	0.88699	1.0	19050	0	1.0649	0.087619	0.11301	0.963749	3680	1	1.0649
DPP3	5	0.91239	0.94741	1.0	19051	0	-0.10072	0.37967	0.53309	0.963749	9918	2	-0.10072
hsa-mir-548av	2	0.91241	0.93182	1.0	19052	0	0.85245	0.087588	0.14936	0.963749	3676	2	0.85245
CCDC108	4	0.91242	0.94972	1.0	19053	0	0.32027	0.14791	0.26387	0.963749	5250	2	0.32027
PSME2	2	0.91243	0.93182	1.0	19054	0	0.61315	0.087571	0.14936	0.963749	3674	2	0.61315
SLC25A31	3	0.91249	0.93962	1.0	19055	0	0.36024	0.07234	0.13678	0.963749	3183	1	0.36024
DAPK1	5	0.91253	0.94741	1.0	19056	0	0.90386	0.012061	0.037774	0.963749	717	4	0.90386
hsa-mir-8061	4	0.91264	0.94972	1.0	19057	0	0.63596	0.05848	0.13878	0.963749	2666	3	0.63596
TMEM61	6	0.91264	0.93619	1.0	19058	0	0.51339	0.11037	0.24997	0.963749	4294	3	0.51339
IZUMO3	1	0.91278	0.88811	1.0	19059	0	1.0902	0.087223	0.11189	0.963749	3660	1	1.0902
TRIM6	4	0.91282	0.94972	1.0	19060	0	0.44903	0.16476	0.28447	0.963749	5664	2	0.44903
C7orf62	4	0.91293	0.94972	1.0	19061	0	0.60213	0.15143	0.26579	0.963749	5339	2	0.60213
hsa-mir-6871	4	0.91304	0.95017	1.0	19062	0	0.39747	0.27879	0.41557	0.963749	8150	2	0.39747
hsa-mir-4476	3	0.91312	0.94013	1.0	19063	0	0.37388	0.12586	0.21743	0.963749	4682	1	0.37388
TTL	3	0.91313	0.94013	1.0	19064	0	0.47818	0.18189	0.28772	0.963749	6108	1	0.47818
LMF1	2	0.91325	0.93182	1.0	19065	0	0.63508	0.086752	0.14936	0.963749	3650	2	0.63508
MGMT	3	0.91339	0.94013	1.0	19066	0	0.85435	0.050687	0.10276	0.963749	2361	2	0.85435
POLR2C	4	0.91339	0.95017	1.0	19067	0	0.23199	0.74884	0.69756	0.963749	15716	1	0.23199
hsa-mir-6817	4	0.9134	0.95017	1.0	19068	0	0.46679	0.27944	0.41658	0.963749	8165	2	0.46679
BAI3	4	0.91341	0.95017	1.0	19069	0	0.68456	0.025274	0.065805	0.963749	1375	2	0.68456
RIMS2	5	0.91344	0.94842	1.0	19070	0	0.12538	0.06623	0.1713	0.963749	2943	2	0.12538
hsa-mir-376a-1	2	0.91349	0.93239	1.0	19071	0	0.76861	0.086511	0.14729	0.963749	3638	2	0.76861
hsa-mir-146b	3	0.91351	0.94013	1.0	19072	0	0.45722	0.52777	0.51627	0.963749	12114	1	0.45722
DNAH2	3	0.91354	0.94013	1.0	19073	0	0.38526	0.51851	0.50905	0.963749	11976	1	0.38526
hsa-mir-4770	4	0.91355	0.95017	1.0	19074	0	0.42198	0.21927	0.3455	0.963749	7011	2	0.42198
hsa-mir-3649	4	0.91355	0.95017	1.0	19075	0	0.29678	0.46436	0.53682	0.963749	11243	1	0.29678
NAPSA	3	0.91367	0.94013	1.0	19076	0	0.46129	0.36846	0.42496	0.963749	9777	1	0.46129
hsa-mir-4733	4	0.91368	0.95017	1.0	19077	0	0.63003	0.17098	0.29683	0.963749	5827	2	0.63003
hsa-mir-6803	2	0.91369	0.93296	1.0	19078	0	0.56448	0.086314	0.14681	0.963749	3632	2	0.56448
hsa-mir-4494	4	0.91371	0.95017	1.0	19079	0	0.31842	0.66557	0.63585	0.963749	14226	1	0.31842
hsa-mir-3167	2	0.91379	0.93296	1.0	19080	0	0.66418	0.086208	0.14681	0.963749	3629	2	0.66418
EFHC2	5	0.91384	0.94894	1.0	19081	0	0.79392	0.017158	0.052671	0.963749	988	4	0.79392
UNKL	3	0.91384	0.94063	1.0	19082	0	0.42066	0.58707	0.55408	0.963749	13021	1	0.42066
hsa-mir-505	4	0.91388	0.95017	1.0	19083	0	0.44506	0.30368	0.44925	0.963749	8663	1	0.44506
hsa-mir-3945	3	0.9139	0.94063	1.0	19084	0	0.76771	0.069195	0.13161	0.963749	3053	2	0.76771
hsa-mir-5688	4	0.91396	0.95017	1.0	19085	0	0.84098	0.044129	0.1134	0.963749	2120	3	0.84098
CALML4	4	0.91406	0.95017	1.0	19086	0	0.26574	0.11551	0.22407	0.963749	4418	1	0.26574
SNCA	5	0.91409	0.94894	1.0	19087	0	0.37587	0.89718	0.85804	0.983929	18758	0	0.37587
hsa-mir-602	3	0.91416	0.94063	1.0	19088	0	0.43315	0.58735	0.55408	0.963749	13027	1	0.43315
hsa-mir-4669	3	0.91429	0.94063	1.0	19089	0	0.33082	0.70959	0.6421	0.963749	14961	0	0.33082
CPT1B	3	0.91432	0.94063	1.0	19090	0	0.61678	0.16498	0.25883	0.963749	5673	2	0.61678
hsa-mir-1912	2	0.91432	0.93296	1.0	19091	0	0.76161	0.085683	0.14681	0.963749	3615	2	0.76161
EPCAM	4	0.91432	0.95064	1.0	19092	0	0.72491	0.034835	0.087751	0.963749	1782	3	0.72491
FBXL12	5	0.91433	0.94894	1.0	19093	0	0.45198	0.041514	0.10836	0.963749	2026	2	0.45198
CYB5R4	2	0.91438	0.93296	1.0	19094	0	0.56594	0.085623	0.14681	0.963749	3610	2	0.56594
hsa-mir-1243	3	0.91442	0.94063	1.0	19095	0	0.72587	0.098296	0.17588	0.963749	3976	2	0.72587
FCF1	2	0.91454	0.93296	1.0	19096	0	1.5559	0.017444	0.033338	0.963749	1002	2	1.5559
hsa-mir-194-1	3	0.91459	0.94113	1.0	19097	0	0.29254	0.78775	0.73419	0.96572	16532	0	0.29254
hsa-mir-514b	3	0.91465	0.94113	1.0	19098	0	0.76036	0.08401	0.15195	0.963749	3573	2	0.76036
CPAMD8	5	0.91468	0.94946	1.0	19099	0	-0.056534	0.28663	0.43881	0.963749	8294	1	-0.056534
SYTL4	4	0.91492	0.95111	1.0	19100	0	0.63849	0.065273	0.14806	0.963749	2913	3	0.63849
LHFPL1	3	0.91495	0.94163	1.0	19101	0	0.53037	0.18765	0.29225	0.963749	6248	2	0.53037
ATG2A	2	0.91497	0.93297	1.0	19102	0	0.62323	0.085027	0.14681	0.963749	3594	2	0.62323
CYFIP2	4	0.91507	0.95111	1.0	19103	0	0.2583	0.62841	0.61982	0.963749	13631	1	0.2583
IL9R_X	6	0.91515	0.93817	1.0	19104	0	-0.076959	0.97559	0.95709	1.0	20309	0	-0.076959
C12orf75	2	0.91523	0.93297	1.0	19105	0	0.57084	0.084768	0.14681	0.963749	3590	2	0.57084
hsa-mir-409	4	0.91525	0.95111	1.0	19106	0	0.82313	0.024985	0.065208	0.963749	1362	2	0.82313
hsa-mir-8074	3	0.91529	0.94163	1.0	19107	0	0.50611	0.26324	0.36199	0.963749	7851	1	0.50611
TMEM213	5	0.91533	0.94946	1.0	19108	0	0.21275	0.13349	0.26937	0.963749	4869	1	0.21275
