id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
P2RX6	4	0.74058	0.69937	0.940889	15631	1	-0.085029	0.79194	0.86416	1.0	16063	0	-0.085029
STRA8	2	0.74059	0.65187	0.920839	15632	0	0.86209	0.0087179	0.020312	1.0	509	1	0.86209
THNSL1	4	0.74072	0.69937	0.940889	15633	1	0.12043	0.30838	0.54627	1.0	7956	2	0.12043
GNG11	3	0.74075	0.68087	0.935957	15634	1	0.17835	0.13068	0.26555	1.0	4403	2	0.17835
SOX6	3	0.74079	0.68087	0.935957	15635	1	-0.17853	0.31704	0.47422	1.0	8103	1	-0.17853
PYGO1	3	0.74089	0.68087	0.935957	15636	1	0.4909	0.016016	0.054627	1.0	863	2	0.4909
ISL1	5	0.74089	0.75043	0.95494	15637	1	0.33778	0.021416	0.088717	1.0	1112	3	0.33778
SPTLC1	3	0.7409	0.68087	0.935957	15638	1	0.17352	0.16056	0.31376	1.0	5140	2	0.17352
CDK7	4	0.74092	0.69937	0.940889	15639	1	0.04991	0.66431	0.75796	1.0	13560	1	0.04991
hsa-mir-3609	4	0.74094	0.69937	0.940889	15640	1	0.18728	0.034747	0.11206	1.0	1631	3	0.18728
PTCD2	2	0.74111	0.65325	0.920839	15641	0	-0.079215	0.67766	0.76191	1.0	13793	0	-0.079215
LAMC3	2	0.74112	0.65325	0.920839	15642	0	-0.0016886	0.62253	0.71035	1.0	12832	0	-0.0016886
CHRD	3	0.74113	0.68087	0.935957	15643	1	-0.0069755	0.73442	0.81728	1.0	14919	0	-0.0069755
EIF3G	3	0.74128	0.68087	0.935957	15644	1	0.024919	0.69213	0.7765	1.0	14076	0	0.024919
hsa-mir-8069	2	0.74131	0.65325	0.920839	15645	0	1.2888	0.0048824	0.01069	1.0	307	1	1.2888
hsa-mir-3910-1	4	0.74141	0.69937	0.940889	15646	1	-0.075463	0.3645	0.59753	1.0	8844	1	-0.075463
CELF4	4	0.74148	0.69937	0.940889	15647	1	0.1042	0.27813	0.48991	1.0	7407	2	0.1042
SRCIN1	2	0.74153	0.65325	0.920839	15648	0	0.29645	0.06815	0.14185	1.0	2805	1	0.29645
TPM3	2	0.74157	0.65325	0.920839	15649	0	0.030394	0.31334	0.39309	1.0	8042	1	0.030394
C17orf53	2	0.74163	0.65325	0.920839	15650	0	0.34738	0.029834	0.062737	1.0	1459	1	0.34738
HNMT	5	0.74164	0.75043	0.95494	15651	2	0.011974	0.12804	0.32917	1.0	4350	2	0.011974
SIK1	2	0.74171	0.65325	0.920839	15652	0	-0.082044	0.72171	0.79466	1.0	14657	0	-0.082044
GRIK2	3	0.74175	0.68087	0.935957	15653	1	0.25664	0.13028	0.26555	1.0	4390	2	0.25664
MCF2L2	3	0.74185	0.68087	0.935957	15654	1	-0.1905	0.86354	0.91663	1.0	17558	0	-0.1905
BACH2	3	0.74191	0.68087	0.935957	15655	1	-0.092088	0.73678	0.82079	1.0	14955	0	-0.092088
hsa-mir-5692a-1	3	0.74192	0.68087	0.935957	15656	1	-0.02026	0.79835	0.87377	1.0	16206	0	-0.02026
KLHDC8B	3	0.74208	0.68087	0.935957	15657	1	0.21884	0.14157	0.27386	1.0	4673	2	0.21884
ENTPD4	3	0.74209	0.68087	0.935957	15658	1	0.044284	0.0036966	0.015567	1.0	232	1	0.044284
IL1R2	2	0.74216	0.65325	0.920839	15659	0	0.066616	0.30309	0.38554	1.0	7851	1	0.066616
INCENP	2	0.74233	0.65325	0.920839	15660	0	-0.051998	0.50614	0.59649	1.0	10916	0	-0.051998
APEX2	2	0.74233	0.65325	0.920839	15661	0	-0.018341	0.45809	0.53408	1.0	10213	1	-0.018341
GDPD1	4	0.74234	0.69937	0.940889	15662	1	-0.060863	0.26828	0.47726	1.0	7249	1	-0.060863
SYT10	3	0.74251	0.68087	0.935957	15663	1	-0.099732	0.73526	0.81844	1.0	14932	0	-0.099732
ATOH1	2	0.74253	0.65464	0.920839	15664	0	-0.033328	0.57246	0.66493	1.0	11953	0	-0.033328
ZFP41	3	0.74255	0.68087	0.935957	15665	1	0.19038	0.13608	0.2695	1.0	4537	2	0.19038
DSC2	5	0.74257	0.75043	0.95494	15666	1	-0.062661	0.25262	0.49261	1.0	6985	2	-0.062661
TBC1D9B	2	0.74267	0.65464	0.920839	15667	0	0.12575	0.25695	0.34454	1.0	7056	1	0.12575
NUB1	2	0.74273	0.65464	0.920839	15668	0	0.099104	0.455	0.53256	1.0	10159	1	0.099104
NABP2	3	0.74278	0.68087	0.935957	15669	1	0.086341	0.44896	0.56849	1.0	10061	1	0.086341
HUWE1	2	0.74325	0.65464	0.920839	15670	0	0.14976	0.24322	0.33527	1.0	6825	1	0.14976
SURF6	3	0.74337	0.68228	0.937047	15671	1	-0.011804	0.57082	0.66247	1.0	11928	1	-0.011804
CCDC67	3	0.74347	0.68228	0.937047	15672	1	-0.057489	0.74377	0.82422	1.0	15094	0	-0.057489
TBX22	2	0.74352	0.65464	0.920839	15673	0	-0.064173	0.747	0.81661	1.0	15181	0	-0.064173
GPC2	2	0.74353	0.65464	0.920839	15674	0	-0.013188	0.5625	0.65938	1.0	11808	0	-0.013188
CRY2	4	0.7437	0.69937	0.940889	15675	1	-0.093854	0.23008	0.42957	1.0	6602	1	-0.093854
GNB4	3	0.74375	0.68228	0.937047	15676	1	0.43272	0.013928	0.046297	1.0	750	2	0.43272
GNGT2	2	0.74394	0.65464	0.920839	15677	0	0.032527	0.49997	0.59189	1.0	10820	1	0.032527
DIP2B	3	0.74395	0.68369	0.938173	15678	1	0.054088	0.29375	0.4626	1.0	7689	1	0.054088
COIL	3	0.74395	0.68369	0.938173	15679	1	0.19377	0.11637	0.23772	1.0	4086	2	0.19377
DDX39A	2	0.744	0.65604	0.920842	15680	0	0.22434	0.10672	0.20895	1.0	3862	1	0.22434
CTAG1B	1	0.74409	0.69467	0.940806	15681	0	0.20634	0.25591	0.30533	1.0	7033	1	0.20634
SYNE1	3	0.74411	0.68369	0.938173	15682	1	0.43309	0.034345	0.10263	1.0	1617	2	0.43309
WFDC9	2	0.74413	0.65604	0.920842	15683	0	0.58599	0.033743	0.072229	1.0	1595	1	0.58599
ZNF195	3	0.74431	0.68512	0.938173	15684	1	-0.23347	0.6053	0.68989	1.0	12545	1	-0.23347
RAB7L1	2	0.74457	0.65604	0.920842	15685	0	0.038347	0.54458	0.63085	1.0	11517	0	0.038347
SMPDL3B	4	0.74464	0.69937	0.940889	15686	1	0.13002	0.10408	0.25851	1.0	3784	2	0.13002
GSN	3	0.74469	0.68512	0.938173	15687	1	-0.036847	0.47365	0.58895	1.0	10442	1	-0.036847
CNNM1	4	0.74473	0.69937	0.940889	15688	1	0.15625	0.26411	0.47281	1.0	7181	2	0.15625
FLT3	3	0.74476	0.68512	0.938173	15689	1	0.015512	0.71849	0.80425	1.0	14586	0	0.015512
STX7	3	0.74478	0.68512	0.938173	15690	1	0.54986	0.11758	0.24175	1.0	4110	2	0.54986
ADCK5	3	0.74488	0.68512	0.938173	15691	1	0.065297	0.41395	0.54246	1.0	9554	1	0.065297
MBTPS2	3	0.74493	0.68512	0.938173	15692	1	-0.081359	0.80165	0.87645	1.0	16277	0	-0.081359
RRAGC	3	0.74499	0.68512	0.938173	15693	1	0.49829	0.01563	0.053947	1.0	845	2	0.49829
ADAM10	2	0.7452	0.65888	0.922305	15694	0	-0.06337	0.70187	0.78252	1.0	14272	0	-0.06337
FGF11	5	0.74526	0.75043	0.95494	15695	1	0.04133	0.24489	0.48761	1.0	6854	2	0.04133
MED1	3	0.74531	0.68512	0.938173	15696	1	-0.063745	0.14466	0.28081	1.0	4741	1	-0.063745
CCDC6	4	0.74531	0.69937	0.940889	15697	1	0.18826	0.05379	0.16548	1.0	2321	3	0.18826
TRAPPC6B	2	0.74548	0.65888	0.922305	15698	0	0.14269	0.15615	0.24999	1.0	5022	1	0.14269
CREM	3	0.74549	0.68512	0.938173	15699	1	-0.098268	0.70061	0.78429	1.0	14250	0	-0.098268
TMEM230	2	0.74554	0.65888	0.922305	15700	0	0.063148	0.48949	0.57363	1.0	10686	1	0.063148
TREM1	3	0.74555	0.68512	0.938173	15701	1	0.12681	0.16807	0.32726	1.0	5305	2	0.12681
CFI	3	0.74561	0.68512	0.938173	15702	1	0.23015	0.19744	0.3805	1.0	5966	2	0.23015
ATF1	4	0.74567	0.69937	0.940889	15703	1	0.077105	0.14487	0.31404	1.0	4746	2	0.077105
KRTAP27-1	3	0.74568	0.68512	0.938173	15704	1	-0.15006	0.52556	0.6307	1.0	11224	1	-0.15006
ZNF609	4	0.7458	0.69937	0.940889	15705	1	0.17806	0.032268	0.10597	1.0	1542	2	0.17806
OR52J3	3	0.74583	0.68512	0.938173	15706	1	0.22724	0.20258	0.3928	1.0	6098	1	0.22724
MON1A	2	0.74586	0.65888	0.922305	15707	0	-0.0031675	0.58339	0.67463	1.0	12135	0	-0.0031675
OR8H2	3	0.74592	0.68512	0.938173	15708	1	-0.0039873	0.59771	0.68408	1.0	12412	1	-0.0039873
PIKFYVE	3	0.74594	0.68512	0.938173	15709	1	0.077239	0.22687	0.41937	1.0	6552	1	0.077239
CLTB	3	0.74596	0.68512	0.938173	15710	1	-0.24185	0.78685	0.86451	1.0	15970	0	-0.24185
XPO4	2	0.74606	0.65888	0.922305	15711	0	-0.021717	0.54646	0.63226	1.0	11554	0	-0.021717
LIPF	2	0.74609	0.65888	0.922305	15712	0	0.15911	0.18909	0.2926	1.0	5780	1	0.15911
FBXL8	3	0.74611	0.68512	0.938173	15713	1	0.1897	0.12202	0.25074	1.0	4218	2	0.1897
hsa-mir-935	2	0.74612	0.65888	0.922305	15714	0	0.67154	0.069917	0.14456	1.0	2853	1	0.67154
PLCXD3	3	0.74615	0.68512	0.938173	15715	1	-0.062966	0.45867	0.57588	1.0	10228	1	-0.062966
FANCF	2	0.74615	0.65888	0.922305	15716	0	-0.034388	0.59914	0.68558	1.0	12437	0	-0.034388
AKR1C4	2	0.74617	0.65888	0.922305	15717	0	-0.099766	0.72261	0.79466	1.0	14675	0	-0.099766
BPTF	2	0.74621	0.65888	0.922305	15718	0	0.12467	0.092852	0.19235	1.0	3494	1	0.12467
OR2Y1	3	0.74628	0.68512	0.938173	15719	1	-0.018613	0.5042	0.60766	1.0	10884	1	-0.018613
RHOG	4	0.7464	0.69937	0.940889	15720	1	0.12664	0.072039	0.20798	1.0	2910	2	0.12664
CALY	3	0.74643	0.68512	0.938173	15721	1	0.38792	0.0069903	0.02423	1.0	431	2	0.38792
DENND5B	3	0.74654	0.68512	0.938173	15722	1	-0.004399	0.64514	0.73878	1.0	13199	1	-0.004399
KLHL34	2	0.74668	0.65888	0.922305	15723	0	0.10528	0.13428	0.23335	1.0	4491	1	0.10528
ZC3H15	2	0.74679	0.65888	0.922305	15724	0	-0.025883	0.628	0.71546	1.0	12930	0	-0.025883
DVL3	3	0.74687	0.68649	0.93874	15725	1	0.13083	0.11706	0.24175	1.0	4104	2	0.13083
SLC4A1	4	0.747	0.70171	0.940889	15726	1	0.05607	0.22951	0.42957	1.0	6594	2	0.05607
NAV2	2	0.74709	0.66024	0.923133	15727	0	0.030963	0.53106	0.62053	1.0	11306	0	0.030963
XKRX	5	0.74712	0.75043	0.95494	15728	1	-0.044232	0.42938	0.6731	1.0	9770	1	-0.044232
DPF1	3	0.7473	0.68649	0.93874	15729	1	0.030136	0.74339	0.82422	1.0	15088	0	0.030136
hsa-mir-329-1	4	0.74735	0.70171	0.940889	15730	1	0.13144	0.30563	0.54213	1.0	7901	2	0.13144
NDE1	4	0.74766	0.70171	0.940889	15731	1	0.069862	0.66178	0.75552	1.0	13505	1	0.069862
STK17A	2	0.74767	0.66442	0.927889	15732	0	0.097113	0.33312	0.41576	1.0	8376	1	0.097113
XYLT2	3	0.74769	0.68649	0.93874	15733	1	0.074338	0.45296	0.57146	1.0	10124	1	0.074338
WDR83	4	0.7477	0.70171	0.940889	15734	1	0.052679	0.16007	0.33715	1.0	5128	2	0.052679
SASH1	2	0.74778	0.66442	0.927889	15735	0	0.30248	0.24505	0.33527	1.0	6858	1	0.30248
CDC27	3	0.74784	0.68649	0.93874	15736	1	-0.1019	0.45445	0.57146	1.0	10148	1	-0.1019
FXYD6	3	0.74803	0.68649	0.93874	15737	1	0.16465	0.14696	0.28949	1.0	4796	2	0.16465
HOXB9	2	0.74812	0.66578	0.928242	15738	0	0.19527	0.13489	0.23335	1.0	4501	1	0.19527
KIR3DL1	2	0.74826	0.66578	0.928242	15739	0	0.0063356	0.50658	0.59799	1.0	10924	0	0.0063356
APOBEC3C	3	0.74834	0.68649	0.93874	15740	1	-0.0038173	0.55174	0.64375	1.0	11639	1	-0.0038173
ZNF846	4	0.7485	0.70171	0.940889	15741	1	0.074559	0.21087	0.4064	1.0	6265	2	0.074559
KL	2	0.74859	0.66855	0.929596	15742	0	0.15322	0.39713	0.48253	1.0	9322	1	0.15322
ZNF404	3	0.7486	0.68649	0.93874	15743	1	-0.025369	0.33003	0.4872	1.0	8325	1	-0.025369
TAGAP	4	0.74861	0.70171	0.940889	15744	1	0.23849	0.031557	0.10496	1.0	1513	2	0.23849
DNER	2	0.74865	0.66855	0.929596	15745	0	-0.074702	0.72995	0.79994	1.0	14830	0	-0.074702
SPRYD4	4	0.7487	0.70283	0.940889	15746	1	-0.031611	0.89684	0.94412	1.0	18232	0	-0.031611
PILRA	2	0.74871	0.66855	0.929596	15747	0	0.042174	0.44612	0.52027	1.0	10004	1	0.042174
ERV3-1	3	0.74881	0.68649	0.93874	15748	1	-0.08338	0.68113	0.77104	1.0	13856	0	-0.08338
hsa-mir-423	1	0.74886	0.6971	0.940806	15749	0	0.16815	0.25114	0.3029	1.0	6959	1	0.16815
CD200R1	1	0.74895	0.6971	0.940806	15750	0	0.093727	0.25105	0.3029	1.0	6958	1	0.093727
S100A10	1	0.749	0.6971	0.940806	15751	0	0.21779	0.251	0.3029	1.0	6956	1	0.21779
hsa-mir-4491	3	0.74914	0.68649	0.93874	15752	1	0.12504	0.59687	0.68125	1.0	12396	1	0.12504
C11orf54	3	0.74916	0.68649	0.93874	15753	1	-0.076157	0.33572	0.49302	1.0	8417	1	-0.076157
EIF2A	1	0.74917	0.69829	0.940806	15754	0	0.25182	0.25083	0.30171	1.0	6952	1	0.25182
UTY	1	0.74921	0.69829	0.940806	15755	0	0.16921	0.25079	0.30171	1.0	6950	1	0.16921
RFXAP	3	0.74931	0.68649	0.93874	15756	1	-0.054199	0.53716	0.63796	1.0	11401	1	-0.054199
ZNF91	1	0.74943	0.69829	0.940806	15757	0	0.16416	0.25057	0.30171	1.0	6943	1	0.16416
PUS7L	2	0.74947	0.66855	0.929596	15758	0	0.12863	0.29563	0.37944	1.0	7717	1	0.12863
C16orf96	4	0.74953	0.70283	0.940889	15759	1	-0.10883	0.20577	0.40162	1.0	6173	1	-0.10883
SLC40A1	2	0.74967	0.66855	0.929596	15760	0	-0.029728	0.61131	0.69999	1.0	12629	0	-0.029728
CA10	3	0.74968	0.68649	0.93874	15761	1	0.13694	0.59438	0.67835	1.0	12346	1	0.13694
HMBOX1	2	0.74972	0.66855	0.929596	15762	0	2.5478	0.00079129	0.0030175	1.0	62	1	2.5478
PLAC1	4	0.74973	0.70283	0.940889	15763	1	-0.015752	0.12325	0.2921	1.0	4248	2	-0.015752
TOMM20L	3	0.74975	0.68649	0.93874	15764	1	0.096037	0.20706	0.40104	1.0	6197	1	0.096037
FBXL20	3	0.74979	0.68649	0.93874	15765	1	-0.055808	0.83051	0.89413	1.0	16873	0	-0.055808
GCN1L1	3	0.74988	0.68649	0.93874	15766	1	-0.03469	0.71405	0.80178	1.0	14504	0	-0.03469
GFPT1	2	0.74989	0.66855	0.929596	15767	0	0.084193	0.42363	0.50059	1.0	9691	1	0.084193
HIST1H3H	6	0.74996	0.76576	0.959217	15768	1	0.12279	0.10203	0.31411	1.0	3731	3	0.12279
WHSC1	2	0.75005	0.66995	0.93088	15769	0	0.055472	0.46304	0.54165	1.0	10292	1	0.055472
VWF	4	0.75008	0.70283	0.940889	15770	1	0.12525	0.27571	0.48328	1.0	7364	1	0.12525
ADAMTS12	2	0.75016	0.66995	0.93088	15771	0	-0.10506	0.7451	0.81562	1.0	15128	0	-0.10506
LPXN	4	0.75019	0.70283	0.940889	15772	1	0.074004	0.69686	0.77646	1.0	14171	1	0.074004
COL25A1	3	0.75025	0.68649	0.93874	15773	1	-0.14617	0.77917	0.85782	1.0	15814	0	-0.14617
MYL2	3	0.75029	0.68649	0.93874	15774	1	0.017774	0.67837	0.76697	1.0	13803	0	0.017774
MTERFD2	1	0.75035	0.69945	0.940889	15775	0	0.11587	0.24965	0.30055	1.0	6929	1	0.11587
PDCD10	2	0.75043	0.66995	0.93088	15776	0	-0.024956	0.66486	0.75245	1.0	13569	0	-0.024956
DARC	3	0.75053	0.68649	0.93874	15777	1	0.40036	0.043963	0.11777	1.0	1969	2	0.40036
PGLYRP2	2	0.75068	0.66995	0.93088	15778	0	0.85841	0.0061204	0.012421	1.0	383	1	0.85841
OR10S1	2	0.75076	0.66995	0.93088	15779	0	0.32832	0.080572	0.168	1.0	3194	1	0.32832
SMCP	4	0.75083	0.70398	0.940889	15780	1	0.13731	0.038649	0.12277	1.0	1768	2	0.13731
EXOC5	2	0.75093	0.66995	0.93088	15781	0	-0.045171	0.66585	0.75361	1.0	13585	0	-0.045171
SNAP91	4	0.75105	0.70398	0.940889	15782	1	0.36608	0.042271	0.13565	1.0	1905	3	0.36608
hsa-mir-4801	3	0.75128	0.68793	0.939406	15783	1	0.008409	0.48468	0.5932	1.0	10617	1	0.008409
RAB6A	2	0.75132	0.66996	0.93088	15784	0	0.12407	0.38431	0.46737	1.0	9121	1	0.12407
KLKB1	2	0.75136	0.66996	0.93088	15785	0	-0.087983	0.70407	0.78362	1.0	14309	0	-0.087983
OR1D5	4	0.75155	0.70398	0.940889	15786	1	0.2525	0.0032911	0.02217	1.0	206	2	0.2525
IL18	4	0.75157	0.70398	0.940889	15787	1	-0.037449	0.67675	0.76778	1.0	13775	1	-0.037449
ZNF514	2	0.75181	0.66996	0.93088	15788	0	0.22634	0.15007	0.24693	1.0	4872	1	0.22634
SLC29A3	3	0.75183	0.68935	0.940184	15789	1	0.089454	0.3805	0.51629	1.0	9064	1	0.089454
PSMD13	4	0.75194	0.70398	0.940889	15790	1	0.047754	0.19934	0.39201	1.0	6017	2	0.047754
PATE4	2	0.75195	0.66996	0.93088	15791	0	-0.083116	0.74609	0.81562	1.0	15152	0	-0.083116
LY6K	3	0.75196	0.68935	0.940184	15792	1	0.11017	0.20495	0.39708	1.0	6152	2	0.11017
ASCC1	4	0.75199	0.70398	0.940889	15793	1	0.1628	0.062686	0.18458	1.0	2636	2	0.1628
C11orf48	4	0.75201	0.70398	0.940889	15794	1	0.39523	0.039149	0.12804	1.0	1783	3	0.39523
LRRC8B	2	0.75209	0.67133	0.931584	15795	0	0.12715	0.21579	0.30638	1.0	6365	1	0.12715
PRAM1	1	0.75221	0.70188	0.940889	15796	0	0.16614	0.24779	0.29812	1.0	6898	1	0.16614
FSD1L	3	0.75231	0.68935	0.940184	15797	1	0.40036	0.023835	0.087357	1.0	1223	2	0.40036
NLGN4Y	3	0.75237	0.68935	0.940184	15798	1	0.15609	0.14311	0.27609	1.0	4700	1	0.15609
PRG3	4	0.75247	0.70398	0.940889	15799	1	0.027227	0.23033	0.42957	1.0	6606	2	0.027227
ODF1	2	0.75258	0.67273	0.932495	15800	0	0.054652	0.38139	0.46583	1.0	9081	1	0.054652
hsa-mir-4649	3	0.75268	0.68935	0.940184	15801	1	0.03576	0.64842	0.74173	1.0	13261	1	0.03576
SYT12	2	0.75271	0.67273	0.932495	15802	0	0.43897	0.037705	0.083374	1.0	1734	1	0.43897
hsa-mir-3195	2	0.75275	0.67273	0.932495	15803	0	-0.036417	0.58987	0.6829	1.0	12260	0	-0.036417
FAM195A	4	0.75288	0.70398	0.940889	15804	1	0.01163	0.66318	0.75673	1.0	13536	1	0.01163
SFXN3	3	0.7531	0.68935	0.940184	15805	1	0.11752	0.64584	0.73878	1.0	13215	1	0.11752
ZSCAN22	4	0.75312	0.70398	0.940889	15806	1	0.10401	0.098814	0.25331	1.0	3652	2	0.10401
MGST2	1	0.75312	0.7031	0.940889	15807	0	0.22565	0.24688	0.2969	1.0	6884	1	0.22565
GZF1	3	0.75316	0.68935	0.940184	15808	1	0.087418	0.13648	0.27055	1.0	4549	2	0.087418
hsa-mir-4706	3	0.75325	0.68935	0.940184	15809	1	-0.042607	0.45996	0.57878	1.0	10254	1	-0.042607
PPARGC1A	3	0.75327	0.68935	0.940184	15810	1	0.046132	0.20334	0.39428	1.0	6116	1	0.046132
PIGP	4	0.75334	0.70398	0.940889	15811	1	0.30549	0.0027682	0.020912	1.0	182	2	0.30549
TMEM33	3	0.75336	0.68935	0.940184	15812	1	0.11044	0.4879	0.59906	1.0	10663	1	0.11044
OR2AG2	1	0.75342	0.7031	0.940889	15813	0	0.20786	0.24658	0.2969	1.0	6882	1	0.20786
LPL	2	0.7536	0.67409	0.933473	15814	0	0.14186	0.26371	0.34454	1.0	7173	1	0.14186
CAND1	3	0.75365	0.68935	0.940184	15815	1	-0.097291	0.56178	0.65239	1.0	11799	1	-0.097291
MECR	1	0.75395	0.7031	0.940889	15816	0	0.20099	0.24605	0.2969	1.0	6873	1	0.20099
AQR	2	0.7541	0.67409	0.933473	15817	0	-0.017828	0.54841	0.63371	1.0	11587	0	-0.017828
MBD3L2	3	0.75425	0.69077	0.940626	15818	1	-0.24324	0.87335	0.9226	1.0	17754	0	-0.24324
DNAH11	3	0.75429	0.69077	0.940626	15819	1	0.050949	0.17103	0.33517	1.0	5376	1	0.050949
CCNF	2	0.75437	0.67409	0.933473	15820	0	0.043431	0.41495	0.49004	1.0	9566	1	0.043431
CD46	5	0.7544	0.75412	0.956517	15821	1	0.13444	0.041916	0.15299	1.0	1890	3	0.13444
EARS2	3	0.75442	0.69077	0.940626	15822	1	0.45022	0.077755	0.17054	1.0	3101	2	0.45022
TCP11X2	3	0.75444	0.69077	0.940626	15823	1	-0.062825	0.63889	0.73301	1.0	13091	1	-0.062825
NR4A2	4	0.75446	0.70398	0.940889	15824	1	-0.032168	0.81847	0.88817	1.0	16631	0	-0.032168
TWF2	4	0.75451	0.70398	0.940889	15825	1	-0.0085968	0.19848	0.389	1.0	5998	1	-0.0085968
TRAP1	3	0.75458	0.69077	0.940626	15826	1	0.11339	0.38047	0.51629	1.0	9063	1	0.11339
COPS2	1	0.75466	0.70434	0.941311	15827	0	0.25977	0.24534	0.29566	1.0	6864	1	0.25977
CPT2	3	0.75469	0.69077	0.940626	15828	1	-0.091807	0.2561	0.44817	1.0	7035	1	-0.091807
TGFB2	3	0.75471	0.69077	0.940626	15829	1	0.13556	0.019265	0.066546	1.0	1017	2	0.13556
SPATA4	2	0.75482	0.67409	0.933473	15830	0	0.43934	0.11906	0.21962	1.0	4145	1	0.43934
CEP68	2	0.75483	0.67409	0.933473	15831	0	-0.060115	0.70479	0.78363	1.0	14324	0	-0.060115
CA13	3	0.75484	0.69077	0.940626	15832	1	0.54958	0.013562	0.045743	1.0	728	2	0.54958
KBTBD13	3	0.75491	0.69077	0.940626	15833	1	0.16723	0.13542	0.26762	1.0	4515	2	0.16723
C10orf111	2	0.75502	0.67409	0.933473	15834	0	0.47431	0.013255	0.028939	1.0	714	1	0.47431
TMEM132B	4	0.75505	0.70516	0.941317	15835	1	0.042748	0.2221	0.42542	1.0	6478	2	0.042748
CCDC176	3	0.75507	0.69077	0.940626	15836	1	-0.1324	0.57365	0.66389	1.0	11976	1	-0.1324
SAP25	2	0.75523	0.67409	0.933473	15837	0	0.15436	0.22802	0.31398	1.0	6566	1	0.15436
KRTAP5-8	3	0.75546	0.69077	0.940626	15838	1	-0.038832	0.75856	0.83727	1.0	15376	0	-0.038832
OR56B1	2	0.75552	0.67409	0.933473	15839	0	0.038126	0.50287	0.59343	1.0	10867	1	0.038126
THYN1	4	0.75554	0.70516	0.941317	15840	1	-0.027084	0.28053	0.49246	1.0	7458	1	-0.027084
SPATA19	2	0.75556	0.67409	0.933473	15841	0	0.15397	0.51581	0.60406	1.0	11053	0	0.15397
NKAIN2	1	0.75565	0.70799	0.941317	15842	0	0.12585	0.24435	0.29201	1.0	6845	1	0.12585
INSL5	4	0.75589	0.70516	0.941317	15843	1	0.10191	0.10094	0.25505	1.0	3699	2	0.10191
UBAP2	3	0.75589	0.69077	0.940626	15844	1	0.29699	0.096873	0.21034	1.0	3605	2	0.29699
CCL2	4	0.75595	0.70516	0.941317	15845	1	0.11958	0.1069	0.26265	1.0	3863	2	0.11958
TXLNA	2	0.75595	0.67409	0.933473	15846	0	0.12224	0.19442	0.29719	1.0	5890	1	0.12224
SLC38A5	2	0.75602	0.67409	0.933473	15847	0	-0.05469	0.71435	0.79135	1.0	14511	0	-0.05469
SLC26A5	2	0.75614	0.67409	0.933473	15848	0	-0.041263	0.69545	0.77572	1.0	14144	0	-0.041263
hsa-mir-940	3	0.75615	0.69077	0.940626	15849	1	-0.066594	0.58128	0.66968	1.0	12097	1	-0.066594
HAP1	4	0.75621	0.70516	0.941317	15850	1	-0.065674	0.87171	0.92901	1.0	17713	0	-0.065674
hsa-mir-1909	2	0.75634	0.67544	0.933771	15851	0	-0.095219	0.73095	0.80203	1.0	14850	0	-0.095219
TSN	4	0.75636	0.70516	0.941317	15852	1	-0.073711	0.84584	0.91026	1.0	17171	0	-0.073711
ZNF540	3	0.75637	0.69077	0.940626	15853	1	0.13771	0.10371	0.21902	1.0	3776	2	0.13771
RAB17	2	0.75651	0.67544	0.933771	15854	0	0.11031	0.50459	0.59649	1.0	10893	1	0.11031
PDYN	4	0.75656	0.70516	0.941317	15855	1	-0.072283	0.81814	0.88817	1.0	16621	0	-0.072283
C22orf28	4	0.75677	0.70749	0.941317	15856	1	0.035014	0.28877	0.50482	1.0	7600	2	0.035014
DNAJC5B	2	0.7568	0.67544	0.933771	15857	0	-0.010482	0.54936	0.63513	1.0	11605	0	-0.010482
LYPD6B	3	0.75696	0.69219	0.940806	15858	1	-0.07642	0.78147	0.85878	1.0	15857	0	-0.07642
SH3RF1	2	0.757	0.67544	0.933771	15859	0	0.28664	0.10132	0.2014	1.0	3705	1	0.28664
DEFB103A	4	0.75724	0.70749	0.941317	15860	1	-0.078593	0.4563	0.63442	1.0	10182	1	-0.078593
SOGA1	3	0.75735	0.69219	0.940806	15861	1	-0.017491	0.45823	0.57588	1.0	10217	1	-0.017491
TMEM161B	2	0.75742	0.67544	0.933771	15862	0	0.20294	0.088056	0.18933	1.0	3381	1	0.20294
TSPAN2	2	0.7575	0.67544	0.933771	15863	0	-0.065391	0.55743	0.65379	1.0	11733	0	-0.065391
MROH9	4	0.75772	0.70749	0.941317	15864	1	0.08012	0.060555	0.17888	1.0	2564	2	0.08012
ELANE	4	0.75776	0.70749	0.941317	15865	1	-0.0017871	0.25279	0.45911	1.0	6989	2	-0.0017871
LALBA	2	0.75787	0.67544	0.933771	15866	0	0.19195	0.21701	0.30638	1.0	6384	1	0.19195
EIF3H	2	0.7579	0.67544	0.933771	15867	0	-0.07586	0.70383	0.78362	1.0	14305	0	-0.07586
hsa-mir-1273d	3	0.75792	0.69365	0.940806	15868	1	0.27819	0.18649	0.36349	1.0	5713	2	0.27819
FKBP2	4	0.75797	0.70749	0.941317	15869	1	0.030395	0.55989	0.69687	1.0	11770	1	0.030395
OR7D4	3	0.75801	0.69365	0.940806	15870	1	-0.063312	0.067088	0.15259	1.0	2778	1	-0.063312
